=== SHEET 1: INPUT_PARAMETERS ===
Cell,Variable_Name,Capability,Default_Value,Origin_Copybook,Type
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","`H-BUN-LOW-VOL-MULTIPLIER` <- `CM-LOW-VOL-ADJ-LT-4000`","H-BUN-LOW-VOL-MULTIPLIER","(CM-LOW-VOL-ADJ-LT-4000)","=(CM-LOW-VOL-ADJ-LT-4000)","PRZYPISZ / USTAW WARTOŚĆ [(CM LOW VOL ADJ LT 4000)] DO POLA [BUN LOW VOL MULTIPLIER]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","`H-OUT-AGE-FACTOR` <- `SB-AGE-LT-13-HEMO-MODE`","H-OUT-AGE-FACTOR","(SB-AGE-LT-13-HEMO-MODE)","=(SB-AGE-LT-13-HEMO-MODE)","PRZYPISZ / USTAW WARTOŚĆ [(SB AGE LT 13 HEMO MODE)] DO POLA [OUT AGE FACTOR]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","H-OUT-BSA","((.007184 * (B-PATIENT-HGT ** .725) * (B-PATIENT-WGT ** .425)))","=((.007184 * (B-PATIENT-HGT ^ .725) * (B-PATIENT-WGT ^ .425)))","PRZYPISZ / USTAW WARTOŚĆ [((.007184 * (B-PATIENT HGT ** .725) * (B-PATIENT WGT ** .425)))] DO POLA [OUT BSA]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","SB-BSA","SB-BSA","=SB-BSA","PRZYPISZ / USTAW WARTOŚĆ [SB BSA] DO POLA [OUT SB BSA]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","`H-OUT-BSA-FACTOR` <- `1.000`","H-OUT-BSA-FACTOR","(SB-BSA ** ((H-OUT-BSA - BSA-NATIONAL-AVERAGE) / .1))","=(SB-BSA ^ ((H-OUT-BSA - BSA-NATIONAL-AVERAGE) / .1))","PRZYPISZ / USTAW WARTOŚĆ [(SB BSA ** ((H-OUT BSA - BSA NATIONAL AVERAGE) / .1))] DO POLA [OUT BSA FACTOR]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","H-OUT-BMI","((B-PATIENT-WGT / (B-PATIENT-HGT ** 2)) * 10000.)","=((B-PATIENT-WGT / (B-PATIENT-HGT ^ 2)) * 10000.)","PRZYPISZ / USTAW WARTOŚĆ [((B-PATIENT WGT / (B-PATIENT HGT ** 2)) * 10000.)] DO POLA [OUT BMI]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","`H-OUT-BMI-FACTOR` <- `SB-BMI-LT-18-5`","H-OUT-BMI-FACTOR","(SB-BMI-LT-18-5)","=(SB-BMI-LT-18-5)","PRZYPISZ / USTAW WARTOŚĆ [(SB BMI LT 18 5)] DO POLA [OUT BMI FACTOR]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","`H-OUT-ONSET-FACTOR` <- `1`","H-OUT-ONSET-FACTOR","(1)","=(1)","PRZYPISZ / USTAW WARTOŚĆ [(1)] DO POLA [OUT ONSET FACTOR]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","`H-OUT-COMORBID-MULTIPLIER` <- `SB-GI-BLEED`","H-OUT-COMORBID-MULTIPLIER","(SB-GI-BLEED)","=(SB-GI-BLEED)","PRZYPISZ / USTAW WARTOŚĆ [(SB GI BLEED)] DO POLA [OUT COMORBID MULTIPLIER]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","H-OUT-PREDICTED-SERVICES-MAP","(((SB-AGE-LT-13-HEMO-MODE)             * (SB-BSA ** ((H-OUT-BSA - BSA-NATIONAL-AVERAGE) / .1))             * (SB-BMI-LT-18-5)             * (1)           * (1.000)    * (SB-RURAL)       * (1)).)","=(((SB-AGE-LT-13-HEMO-MODE)             * (SB-BSA ^ ((H-OUT-BSA - BSA-NATIONAL-AVERAGE) / .1))             * (SB-BMI-LT-18-5)             * (1)           * (1.000)    * (SB-RURAL)       * (1)).)","PRZYPISZ / USTAW WARTOŚĆ [(((SB AGE LT 13 HEMO MODE)             * (SB BSA ** ((H-OUT BSA - BSA NATIONAL AVERAGE) / .1))             * (SB BMI LT 18 5)             * (1)           * (1.000)    * (SB RURAL)       * (1)).)] DO POLA [OUT PREDICTED SERVICES MAP]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","H-OUT-CM-ADJ-PREDICT-MAP-TRT","(((((SB-AGE-LT-13-HEMO-MODE)             * (SB-BSA ** ((H-OUT-BSA - BSA-NATIONAL-AVERAGE) / .1))             * (SB-BMI-LT-18-5)             * (1)           * (1.000)    * (SB-RURAL)       * (1)).) * ADJ-AVG-MAP-AMT-LT-18))","=(((((SB-AGE-LT-13-HEMO-MODE)             * (SB-BSA ^ ((H-OUT-BSA - BSA-NATIONAL-AVERAGE) / .1))             * (SB-BMI-LT-18-5)             * (1)           * (1.000)    * (SB-RURAL)       * (1)).) * ADJ-AVG-MAP-AMT-LT-18))","PRZYPISZ / USTAW WARTOŚĆ [(((((SB AGE LT 13 HEMO MODE)             * (SB BSA ** ((H-OUT BSA - BSA NATIONAL AVERAGE) / .1))             * (SB BMI LT 18 5)             * (1)           * (1.000)    * (SB RURAL)       * (1)).) * ADJ Średnia MAP Kwota LT 18))] DO POLA [OUT CASE MIX PREDICTED MAP]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","H-HEMO-EQUIV-DIAL-SESSIONS","(((B-CLAIM-NUM-DIALYSIS-SESSIONS * 3) / 7))","=(((B-CLAIM-NUM-DIALYSIS-SESSIONS * 3) / 7))","PRZYPISZ / USTAW WARTOŚĆ [(((B-CLAIM Numer DIALYSIS SESSIONS * 3) / 7))] DO POLA [OUT HEMO EQUIV DIAL SESSIONS]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","`H-OUT-LOW-VOL-MULTIPLIER` <- `1`","H-OUT-LOW-VOL-MULTIPLIER","(1)","=(1)","PRZYPISZ / USTAW WARTOŚĆ [(1)] DO POLA [OUT LOW VOL MULTIPLIER]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","`H-OUT-ADJ-AVG-MAP-AMT` <- `ADJ-AVG-MAP-AMT-LT-18`","H-OUT-ADJ-AVG-MAP-AMT","(ADJ-AVG-MAP-AMT-LT-18)","=(ADJ-AVG-MAP-AMT-LT-18)","PRZYPISZ / USTAW WARTOŚĆ [(ADJ Średnia MAP Kwota LT 18)] DO POLA [OUT ADJ Średnia MAP Kwota]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","H-OUT-IMPUTED-MAP","((B-TOT-PRICE-SB-OUTLIER / H-HEMO-EQUIV-DIAL-SESSIONS))","=((B-TOT-PRICE-SB-OUTLIER / H-HEMO-EQUIV-DIAL-SESSIONS))","PRZYPISZ / USTAW WARTOŚĆ [((B-TOT Cena SB OUTLIER / H-HEMO EQUIV DIAL SESSIONS))] DO POLA [OUT IMPUTED MAP]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","`H-OUT-FIX-DOLLAR-LOSS` <- `FIX-DOLLAR-LOSS-LT-18`","H-OUT-FIX-DOLLAR-LOSS","(FIX-DOLLAR-LOSS-LT-18)","=(FIX-DOLLAR-LOSS-LT-18)","PRZYPISZ / USTAW WARTOŚĆ [(FIX DOLLAR LOSS LT 18)] DO POLA [OUT FIX DOLLAR LOSS]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","`H-OUT-LOSS-SHARING-PCT` <- `LOSS-SHARING-PCT-LT-18`","H-OUT-LOSS-SHARING-PCT","(LOSS-SHARING-PCT-LT-18)","=(LOSS-SHARING-PCT-LT-18)","PRZYPISZ / USTAW WARTOŚĆ [(LOSS SHARING PCT LT 18)] DO POLA [OUT LOSS SHARING PCT]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","H-OUT-PREDICTED-MAP","((((((SB-AGE-LT-13-HEMO-MODE)             * (SB-BSA ** ((H-OUT-BSA - BSA-NATIONAL-AVERAGE) / .1))             * (SB-BMI-LT-18-5)             * (1)           * (1.000)    * (SB-RURAL)       * (1)).) * ADJ-AVG-MAP-AMT-LT-18)) + FIX-DOLLAR-LOSS-LT-18)","=((((((SB-AGE-LT-13-HEMO-MODE)             * (SB-BSA ^ ((H-OUT-BSA - BSA-NATIONAL-AVERAGE) / .1))             * (SB-BMI-LT-18-5)             * (1)           * (1.000)    * (SB-RURAL)       * (1)).) * ADJ-AVG-MAP-AMT-LT-18)) + FIX-DOLLAR-LOSS-LT-18)","PRZYPISZ / USTAW WARTOŚĆ [((((((SB AGE LT 13 HEMO MODE)             * (SB BSA ** ((H-OUT BSA - BSA NATIONAL AVERAGE) / .1))             * (SB BMI LT 18 5)             * (1)           * (1.000)    * (SB RURAL)       * (1)).) * ADJ Średnia MAP Kwota LT 18)) + FIX DOLLAR LOSS LT 18)] DO POLA [OUT PREDICTED MAP]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","CR-BSA","CR-BSA","=CR-BSA","PRZYPISZ / USTAW WARTOŚĆ [CR BSA] DO POLA [CR BSA MULTIPLIER]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","CR-BMI-LT-18-5","CR-BMI-LT-18-5","=CR-BMI-LT-18-5","PRZYPISZ / USTAW WARTOŚĆ [CR BMI LT 18 5] DO POLA [CR BMI MULTIPLIER]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","A-49-CENT-PART-D-DRUG-ADJ","A-49-CENT-PART-D-DRUG-ADJ","=A-49-CENT-PART-D-DRUG-ADJ","PRZYPISZ / USTAW WARTOŚĆ [A-49 CENT PART D DRUG ADJ] DO POLA [A-49 CENT DRUG ADJ]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","CM-BSA","CM-BSA","=CM-BSA","PRZYPISZ / USTAW WARTOŚĆ [CM BSA] DO POLA [PPS CM BSA]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","CM-BMI-LT-18-5","CM-BMI-LT-18-5","=CM-BMI-LT-18-5","PRZYPISZ / USTAW WARTOŚĆ [CM BMI LT 18 5] DO POLA [PPS CM BMI LT 18 5]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","BUNDLED-BASE-PMT-RATE","BUNDLED-BASE-PMT-RATE","=BUNDLED-BASE-PMT-RATE","PRZYPISZ / USTAW WARTOŚĆ [BUNDLED BASE PMT Stawka] DO POLA [PPS BUN BASE PMT Stawka]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","BUN-CBSA-W-INDEX","BUN-CBSA-W-INDEX","=BUN-CBSA-W-INDEX","PRZYPISZ / USTAW WARTOŚĆ [BUN CBSA W INDEX] DO POLA [PPS BUN CBSA W INDEX]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","H-BUN-ADJUSTED-BASE-WAGE-AMT","(((((BUNDLED-BASE-PMT-RATE * BUN-NAT-LABOR-PCT) * BUN-CBSA-W-INDEX.) + H-BUN-NAT-NONLABOR-AMT.) * (EB-AGE-LT-13-HEMO-MODE))    * ((CM-BSA ** ((H-BUN-BSA - BSA-NATIONAL-AVERAGE) / .1))    * (CM-BMI-LT-18-5))    * ((1)  * (1.000)) * (CM-LOW-VOL-ADJ-LT-4000) * (CM-RURAL).)","=(((((BUNDLED-BASE-PMT-RATE * BUN-NAT-LABOR-PCT) * BUN-CBSA-W-INDEX.) + H-BUN-NAT-NONLABOR-AMT.) * (EB-AGE-LT-13-HEMO-MODE))    * ((CM-BSA ^ ((H-BUN-BSA - BSA-NATIONAL-AVERAGE) / .1))    * (CM-BMI-LT-18-5))    * ((1)  * (1.000)) * (CM-LOW-VOL-ADJ-LT-4000) * (CM-RURAL).)","PRZYPISZ / USTAW WARTOŚĆ [(((((BUNDLED BASE PMT Stawka * BUN NAT LABOR PCT) * BUN CBSA W INDEX.) + H-BUN NAT NONLABOR Kwota.) * (EB AGE LT 13 HEMO MODE))    * ((CM BSA ** ((H-BUN BSA - BSA NATIONAL AVERAGE) / .1))    * (CM BMI LT 18 5))    * ((1)  * (1.000)) * (CM LOW VOL ADJ LT 4000) * (CM RURAL).)] DO POLA [BUN ADJUSTED BASE WAGE Kwota]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","H-BUN-WAGE-ADJ-TRAINING-AMT","(ZERO)","=(ZERO)","PRZYPISZ / USTAW WARTOŚĆ [(ZERO)] DO POLA [PPS BUN WAGE ADJ TRAIN Kwota]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","TRAINING-ADD-ON-PMT-AMT","TRAINING-ADD-ON-PMT-AMT","=TRAINING-ADD-ON-PMT-AMT","PRZYPISZ / USTAW WARTOŚĆ [TRAINING ADD ON PMT Kwota] DO POLA [PPS TRAINING ADD ON PMT Kwota]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","H-PAYMENT-RATE","H-PAYMENT-RATE","=H-PAYMENT-RATE","PRZYPISZ / USTAW WARTOŚĆ [H-PAYMENT Stawka] DO POLA [COM PAYMENT Stawka]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","CAL-VERSION","CAL-VERSION","=CAL-VERSION","PRZYPISZ / USTAW WARTOŚĆ [CAL VERSION] DO POLA [PPS CALC VERS CD]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","H-BUN-BASE-WAGE-AMT","H-BUN-BASE-WAGE-AMT","=H-BUN-BASE-WAGE-AMT","PRZYPISZ / USTAW WARTOŚĆ [H-BUN BASE WAGE Kwota] DO POLA [H-PPS FINAL PAY Kwota]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","58","58","=58","PRZYPISZ / USTAW WARTOŚĆ [58] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","52","52","=52","PRZYPISZ / USTAW WARTOŚĆ [52] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","53","53","=53","PRZYPISZ / USTAW WARTOŚĆ [53] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","54","54","=54","PRZYPISZ / USTAW WARTOŚĆ [54] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","55","55","=55","PRZYPISZ / USTAW WARTOŚĆ [55] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","56","56","=56","PRZYPISZ / USTAW WARTOŚĆ [56] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","57","57","=57","PRZYPISZ / USTAW WARTOŚĆ [57] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","53","53","=53","PRZYPISZ / USTAW WARTOŚĆ [53] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","71","71","=71","PRZYPISZ / USTAW WARTOŚĆ [71] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","72","72","=72","PRZYPISZ / USTAW WARTOŚĆ [72] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","73","73","=73","PRZYPISZ / USTAW WARTOŚĆ [73] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","74","74","=74","PRZYPISZ / USTAW WARTOŚĆ [74] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","75","75","=75","PRZYPISZ / USTAW WARTOŚĆ [75] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","76","76","=76","PRZYPISZ / USTAW WARTOŚĆ [76] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","81","81","=81","PRZYPISZ / USTAW WARTOŚĆ [81] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","(BUNDLED-BASE-PMT-RATE * BUN-NAT-LABOR-PCT) * BUN-CBSA-W-INDEX.","(BUNDLED-BASE-PMT-RATE * BUN-NAT-LABOR-PCT) * BUN-CBSA-W-INDEX.","=(BUNDLED-BASE-PMT-RATE * BUN-NAT-LABOR-PCT) * BUN-CBSA-W-INDEX.","POMNÓŻ [(BUNDLED BASE PMT Stawka] PRZEZ [BUN NAT LABOR PCT) * BUN CBSA W INDEX.] -> ZAPISZ DO WYNIKU [H-BUN NAT LABOR Kwota ROUNDED]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","BUNDLED-BASE-PMT-RATE * BUN-NAT-NONLABOR-PCT","BUNDLED-BASE-PMT-RATE * BUN-NAT-NONLABOR-PCT","=BUNDLED-BASE-PMT-RATE * BUN-NAT-NONLABOR-PCT","POMNÓŻ [BUNDLED BASE PMT Stawka] PRZEZ [BUN NAT NONLABOR PCT] -> ZAPISZ DO WYNIKU [H-BUN NAT NONLABOR Kwota ROUNDED]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","H-BUN-NAT-LABOR-AMT + H-BUN-NAT-NONLABOR-AMT.","((BUNDLED-BASE-PMT-RATE * BUN-NAT-LABOR-PCT) * BUN-CBSA-W-INDEX.) + H-BUN-NAT-NONLABOR-AMT.","=((BUNDLED-BASE-PMT-RATE * BUN-NAT-LABOR-PCT) * BUN-CBSA-W-INDEX.) + H-BUN-NAT-NONLABOR-AMT.","POMNÓŻ [((BUNDLED BASE PMT Stawka] PRZEZ [BUN NAT LABOR PCT) * BUN CBSA W INDEX.) + H-BUN NAT NONLABOR Kwota.] -> ZAPISZ DO WYNIKU [H-BUN BASE WAGE Kwota ROUNDED]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","B-THRU-CCYY - B-DOB-CCYY","B-THRU-CCYY - B-DOB-CCYY","=B-THRU-CCYY - B-DOB-CCYY","ODEJMIJ [THRU CCYY - B-DOB CCYY] OD [B] -> ZAPISZ DO WYNIKU [H-PATIENT AGE]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","H-PATIENT-AGE - 1","H-PATIENT-AGE - 1","=H-PATIENT-AGE - 1","ODEJMIJ [PATIENT AGE - 1] OD [H] -> ZAPISZ DO WYNIKU [H-PATIENT AGE]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","1.000","1.000","=1.000","PRZYPISZ / USTAW WARTOŚĆ [1.000] DO POLA [QIP REDUCTION]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","0.995","0.995","=0.995","PRZYPISZ / USTAW WARTOŚĆ [0.995] DO POLA [QIP REDUCTION]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","0.990","0.990","=0.990","PRZYPISZ / USTAW WARTOŚĆ [0.990] DO POLA [QIP REDUCTION]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","0.985","0.985","=0.985","PRZYPISZ / USTAW WARTOŚĆ [0.985] DO POLA [QIP REDUCTION]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","0.980","0.980","=0.980","PRZYPISZ / USTAW WARTOŚĆ [0.980] DO POLA [QIP REDUCTION]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","COMORBID-DATA (1)","COMORBID-DATA (1)","=COMORBID-DATA (1)","PRZYPISZ / USTAW WARTOŚĆ [COMORBID DATA (1)] DO POLA [H-COMORBID DATA (1)]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","COMORBID-DATA (2)","COMORBID-DATA (2)","=COMORBID-DATA (2)","PRZYPISZ / USTAW WARTOŚĆ [COMORBID DATA (2)] DO POLA [H-COMORBID DATA (2)]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","COMORBID-DATA (3)","COMORBID-DATA (3)","=COMORBID-DATA (3)","PRZYPISZ / USTAW WARTOŚĆ [COMORBID DATA (3)] DO POLA [H-COMORBID DATA (3)]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","COMORBID-DATA (4)","COMORBID-DATA (4)","=COMORBID-DATA (4)","PRZYPISZ / USTAW WARTOŚĆ [COMORBID DATA (4)] DO POLA [H-COMORBID DATA (4)]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","COMORBID-DATA (5)","COMORBID-DATA (5)","=COMORBID-DATA (5)","PRZYPISZ / USTAW WARTOŚĆ [COMORBID DATA (5)] DO POLA [H-COMORBID DATA (5)]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","COMORBID-DATA (6)","COMORBID-DATA (6)","=COMORBID-DATA (6)","PRZYPISZ / USTAW WARTOŚĆ [COMORBID DATA (6)] DO POLA [H-COMORBID DATA (6)]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","COMORBID-CWF-RETURN-CODE","COMORBID-CWF-RETURN-CODE","=COMORBID-CWF-RETURN-CODE","PRZYPISZ / USTAW WARTOŚĆ [COMORBID CWF RETURN Kod] DO POLA [H-COMORBID CWF Kod]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","EB-AGE-LT-13-HEMO-MODE","EB-AGE-LT-13-HEMO-MODE","=EB-AGE-LT-13-HEMO-MODE","PRZYPISZ / USTAW WARTOŚĆ [EB AGE LT 13 HEMO MODE] DO POLA [H-BUN AGE FACTOR]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","EB-AGE-LT-13-PD-MODE","EB-AGE-LT-13-PD-MODE","=EB-AGE-LT-13-PD-MODE","PRZYPISZ / USTAW WARTOŚĆ [EB AGE LT 13 PD MODE] DO POLA [H-BUN AGE FACTOR]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","EB-AGE-13-17-HEMO-MODE","EB-AGE-13-17-HEMO-MODE","=EB-AGE-13-17-HEMO-MODE","PRZYPISZ / USTAW WARTOŚĆ [EB AGE 13 17 HEMO MODE] DO POLA [H-BUN AGE FACTOR]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","EB-AGE-13-17-PD-MODE","EB-AGE-13-17-PD-MODE","=EB-AGE-13-17-PD-MODE","PRZYPISZ / USTAW WARTOŚĆ [EB AGE 13 17 PD MODE] DO POLA [H-BUN AGE FACTOR]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","CM-AGE-18-44","CM-AGE-18-44","=CM-AGE-18-44","PRZYPISZ / USTAW WARTOŚĆ [CM AGE 18 44] DO POLA [H-BUN AGE FACTOR]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","CM-AGE-45-59","CM-AGE-45-59","=CM-AGE-45-59","PRZYPISZ / USTAW WARTOŚĆ [CM AGE 45 59] DO POLA [H-BUN AGE FACTOR]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","CM-AGE-60-69","CM-AGE-60-69","=CM-AGE-60-69","PRZYPISZ / USTAW WARTOŚĆ [CM AGE 60 69] DO POLA [H-BUN AGE FACTOR]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","CM-AGE-70-79","CM-AGE-70-79","=CM-AGE-70-79","PRZYPISZ / USTAW WARTOŚĆ [CM AGE 70 79] DO POLA [H-BUN AGE FACTOR]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","CM-AGE-80-PLUS","CM-AGE-80-PLUS","=CM-AGE-80-PLUS","PRZYPISZ / USTAW WARTOŚĆ [CM AGE 80 PLUS] DO POLA [H-BUN AGE FACTOR]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","(.007184 * (B-PATIENT-HGT ** .725) * (B-PATIENT-WGT ** .425))","(.007184 * (B-PATIENT-HGT ** .725) * (B-PATIENT-WGT ** .425))","=(.007184 * (B-PATIENT-HGT ^ .725) * (B-PATIENT-WGT ^ .425))","POMNÓŻ [(.007184] PRZEZ [(B-PATIENT HGT ** .725) * (B-PATIENT WGT ** .425))] -> ZAPISZ DO WYNIKU [H-BUN BSA  ROUNDED]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","CM-BSA ** ((H-BUN-BSA - BSA-NATIONAL-AVERAGE) / .1)","CM-BSA ** ((H-BUN-BSA - BSA-NATIONAL-AVERAGE) / .1)","=CM-BSA ^ ((H-BUN-BSA - BSA-NATIONAL-AVERAGE) / .1)","PODZIEL [CM BSA ** ((H-BUN BSA - BSA NATIONAL AVERAGE)] PRZEZ [.1)] -> ZAPISZ DO WYNIKU [H-BUN BSA FACTOR  ROUNDED]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","1.000","1.000","=1.000","PRZYPISZ / USTAW WARTOŚĆ [1.000] DO POLA [H-BUN BSA FACTOR]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","(B-PATIENT-WGT / (B-PATIENT-HGT ** 2)) * 10000.","(B-PATIENT-WGT / (B-PATIENT-HGT ** 2)) * 10000.","=(B-PATIENT-WGT / (B-PATIENT-HGT ^ 2)) * 10000.","PODZIEL [(B-PATIENT WGT] PRZEZ [(B-PATIENT HGT ** 2)) * 10000.] -> ZAPISZ DO WYNIKU [H-BUN BMI  ROUNDED]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","CM-BMI-LT-18-5","CM-BMI-LT-18-5","=CM-BMI-LT-18-5","PRZYPISZ / USTAW WARTOŚĆ [CM BMI LT 18 5] DO POLA [H-BUN BMI FACTOR]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","1.000","1.000","=1.000","PRZYPISZ / USTAW WARTOŚĆ [1.000] DO POLA [H-BUN BMI FACTOR]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","B-LINE-ITEM-DATE-SERVICE","B-LINE-ITEM-DATE-SERVICE","=B-LINE-ITEM-DATE-SERVICE","PRZYPISZ / USTAW WARTOŚĆ [B-LINE ITEM Data SERVICE] DO POLA [THE Data]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","FUNCTION INTEGER-OF-DATE(THE-DATE)","FUNCTION INTEGER-OF-DATE(THE-DATE)","=FUNCTION INTEGER-OF-DATE(THE-DATE)","ODEJMIJ [OF Data(THE Data)] OD [FUNCTION INTEGER] -> ZAPISZ DO WYNIKU [INTEGER LINE ITEM Data]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","B-DIALYSIS-START-DATE","B-DIALYSIS-START-DATE","=B-DIALYSIS-START-DATE","PRZYPISZ / USTAW WARTOŚĆ [B-DIALYSIS START Data] DO POLA [THE Data]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","FUNCTION INTEGER-OF-DATE(THE-DATE)","FUNCTION INTEGER-OF-DATE(THE-DATE)","=FUNCTION INTEGER-OF-DATE(THE-DATE)","ODEJMIJ [OF Data(THE Data)] OD [FUNCTION INTEGER] -> ZAPISZ DO WYNIKU [INTEGER DIALYSIS Data]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","(INTEGER-LINE-ITEM-DATE - INTEGER-DIALYSIS-DATE) + 1","(INTEGER-LINE-ITEM-DATE - INTEGER-DIALYSIS-DATE) + 1","=(INTEGER-LINE-ITEM-DATE - INTEGER-DIALYSIS-DATE) + 1","DODAJ [(INTEGER LINE ITEM Data - INTEGER DIALYSIS Data)] DO [1] -> ZAPISZ DO WYNIKU [ONSET Data]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL191","","1","1","=1","PRZYPISZ / USTAW WARTOŚĆ [1] DO POLA [H-BUN ONSET FACTOR]"
